year,boro,uhf,sex,risk,hivdx,concurrent,linked30d,linked60d,linked3m,linked12m,newdx_ret,vls_6m,VLS_12m,AIDS_12m,AIDS_24m,Med_CD4,hivdx_rate,AIDSdx,PLWDHI,incare,Ret,VLtest,VLS,PLWDHI_rate,Deaths,Death_rate
2010sep,Queens,Ridgewood - Forest Hills,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Ridgewood - Forest Hills,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Ridgewood - Forest Hills,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Ridgewood - Forest Hills,Male,All,32,8,17,22,23,27,23,.,.,2,2,.,.,22,.,.,.,.,.,.,8,13.7
2010sep,Queens,Ridgewood - Forest Hills,Male,Heterosexual,1,1,1,1,1,1,1,.,.,0,0,.,.,1,.,.,.,.,.,.,2,34.4
2010sep,Queens,Ridgewood - Forest Hills,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,1,3.9
2010sep,Queens,Ridgewood - Forest Hills,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Queens,Ridgewood - Forest Hills,Male,Men who have sex with men (MSM),19,2,11,15,15,18,15,.,.,1,1,.,.,13,.,.,.,.,.,.,3,7.6
2010sep,Queens,Ridgewood - Forest Hills,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,1,62.2
2010sep,Queens,Ridgewood - Forest Hills,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Ridgewood - Forest Hills,Male,Unknown,12,5,5,6,7,8,7,.,.,1,1,.,.,6,.,.,.,.,.,.,1,17.2
2010sep,Queens,Rockaway,All,All,33,14,16,19,22,30,20,.,.,2,2,.,.,38,.,.,.,.,.,.,23,21.6
2010sep,Queens,Rockaway,Female,All,14,6,7,8,8,13,9,.,.,0,0,.,.,13,.,.,.,.,.,.,8,15.4
2010sep,Queens,Rockaway,Female,Heterosexual,11,5,5,6,6,11,7,.,.,0,0,.,.,9,.,.,.,.,.,.,4,23.7
2010sep,Queens,Rockaway,Female,Injection drug use history (IDU),1,0,1,1,1,1,1,.,.,0,0,.,.,1,.,.,.,.,.,.,3,10.4
2010sep,Queens,Rockaway,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Rockaway,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Rockaway,Female,Unknown,2,1,1,1,1,1,1,.,.,0,0,.,.,3,.,.,.,.,.,.,1,4.6
2010sep,Queens,Rockaway,Male,All,19,8,9,11,14,17,11,.,.,2,2,.,.,25,.,.,.,.,.,.,15,27.4
2010sep,Queens,Rockaway,Male,Heterosexual,6,4,4,4,5,6,4,.,.,1,1,.,.,6,.,.,.,.,.,.,2,17.8
2010sep,Queens,Rockaway,Male,Injection drug use history (IDU),2,2,1,1,1,2,2,.,.,0,0,.,.,5,.,.,.,.,.,.,6,95.7
2010sep,Queens,Rockaway,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Queens,Rockaway,Male,Men who have sex with men (MSM),6,0,3,5,5,5,3,.,.,1,1,.,.,6,.,.,.,.,.,.,4,46.4
2010sep,Queens,Rockaway,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Rockaway,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Rockaway,Male,Unknown,5,2,1,1,3,4,2,.,.,0,0,.,.,7,.,.,.,.,.,.,3,15.1
2010sep,Queens,Southeast Queens,All,All,36,11,10,18,22,28,23,.,.,6,6,.,.,28,.,.,.,.,.,.,10,7.5
2010sep,Queens,Southeast Queens,Female,All,14,5,6,9,10,12,10,.,.,2,2,.,.,12,.,.,.,.,.,.,4,6.1
2010sep,Queens,Southeast Queens,Female,Heterosexual,12,5,6,9,10,11,9,.,.,2,2,.,.,9,.,.,.,.,.,.,2,3.2
2010sep,Queens,Southeast Queens,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,1,5.9
2010sep,Queens,Southeast Queens,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southeast Queens,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southeast Queens,Female,Unknown,2,0,0,0,0,1,1,.,.,0,0,.,.,2,.,.,.,.,.,.,1,11.5
2010sep,Queens,Southeast Queens,Male,All,22,6,4,9,12,16,13,.,.,4,4,.,.,16,.,.,.,.,.,.,6,8
2010sep,Queens,Southeast Queens,Male,Heterosexual,3,2,0,3,3,3,2,.,.,1,1,.,.,3,.,.,.,.,.,.,1,6.8
2010sep,Queens,Southeast Queens,Male,Injection drug use history (IDU),1,0,0,0,1,1,1,.,.,0,0,.,.,1,.,.,.,.,.,.,1,5.5
2010sep,Queens,Southeast Queens,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southeast Queens,Male,Men who have sex with men (MSM),10,2,3,4,4,7,6,.,.,3,3,.,.,5,.,.,.,.,.,.,1,3.8
2010sep,Queens,Southeast Queens,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southeast Queens,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southeast Queens,Male,Unknown,8,2,1,2,4,5,4,.,.,0,0,.,.,7,.,.,.,.,.,.,3,9.5
2010sep,Queens,Southwest Queens,All,All,58,12,25,35,37,44,36,.,.,4,4,.,.,30,.,.,.,.,.,.,24,8.6
2010sep,Queens,Southwest Queens,Female,All,12,3,6,8,8,9,8,.,.,2,2,.,.,8,.,.,.,.,.,.,9,7.6
2010sep,Queens,Southwest Queens,Female,Heterosexual,8,2,5,7,7,8,7,.,.,2,2,.,.,4,.,.,.,.,.,.,1,1.5
2010sep,Queens,Southwest Queens,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,5,21.4
2010sep,Queens,Southwest Queens,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southwest Queens,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Queens,Southwest Queens,Female,Unknown,4,1,1,1,1,1,1,.,.,0,0,.,.,3,.,.,.,.,.,.,3,8.2
2010sep,Queens,Southwest Queens,Male,All,46,9,19,27,29,35,28,.,.,2,2,.,.,22,.,.,.,.,.,.,15,9
2010sep,Queens,Southwest Queens,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,2,.,.,.,.,.,.,3,28.1
2010sep,Queens,Southwest Queens,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,5,10.7
2010sep,Queens,Southwest Queens,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southwest Queens,Male,Men who have sex with men (MSM),31,4,15,19,20,25,20,.,.,2,2,.,.,11,.,.,.,.,.,.,3,3
2010sep,Queens,Southwest Queens,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,Southwest Queens,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Queens,Southwest Queens,Male,Unknown,15,5,4,8,9,10,8,.,.,0,0,.,.,7,.,.,.,.,.,.,4,11
2010sep,Queens,West Queens,All,All,178,42,77,103,122,147,131,.,.,10,13,.,.,118,.,.,.,.,.,.,31,6.2
2010sep,Queens,West Queens,Female,All,23,6,10,11,16,20,19,.,.,1,2,.,.,18,.,.,.,.,.,.,7,11.5
2010sep,Queens,West Queens,Female,Heterosexual,19,5,10,11,14,18,16,.,.,1,1,.,.,14,.,.,.,.,.,.,2,6.2
2010sep,Queens,West Queens,Female,Injection drug use history (IDU),1,1,0,0,1,1,1,.,.,0,0,.,.,4,.,.,.,.,.,.,3,17.7
2010sep,Queens,West Queens,Female,Other,1,0,0,0,0,0,1,.,.,0,1,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,West Queens,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,West Queens,Female,Unknown,2,0,0,0,1,1,1,.,.,0,0,.,.,0,.,.,.,.,.,.,2,26.5
2010sep,Queens,West Queens,Male,All,155,36,67,92,106,127,112,.,.,9,11,.,.,100,.,.,.,.,.,.,24,5.3
2010sep,Queens,West Queens,Male,Heterosexual,8,2,7,7,7,7,6,.,.,0,1,.,.,13,.,.,.,.,.,.,1,1.5
2010sep,Queens,West Queens,Male,Injection drug use history (IDU),4,0,2,2,3,3,3,.,.,0,0,.,.,4,.,.,.,.,.,.,7,11.9
2010sep,Queens,West Queens,Male,MSM-IDU,4,2,3,3,3,4,4,.,.,0,0,.,.,5,.,.,.,.,.,.,2,5.6
2010sep,Queens,West Queens,Male,Men who have sex with men (MSM),113,20,47,71,80,95,86,.,.,7,8,.,.,53,.,.,.,.,.,.,10,4.4
2010sep,Queens,West Queens,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,West Queens,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Queens,West Queens,Male,Unknown,26,12,8,9,13,18,13,.,.,2,2,.,.,25,.,.,.,.,.,.,4,3.9
2010sep,Staten Island,All,All,All,60,13,15,30,38,48,43,23,26,5,6,337,.,51,.,.,.,.,.,.,54,17
2010sep,Staten Island,All,Female,All,15,2,2,8,9,11,10,4,5,3,3,289,.,14,.,.,.,.,.,.,20,19.1
2010sep,Staten Island,All,Female,Heterosexual,10,1,1,5,6,8,7,4,4,3,3,289,.,8,.,.,.,.,.,.,7,8
2010sep,Staten Island,All,Female,Injection drug use history (IDU),2,0,1,2,2,2,2,0,1,0,0,.,.,4,.,.,.,.,.,.,8,47.8
2010sep,Staten Island,All,Female,Other,0,0,0,0,0,0,0,0,0,0,0,.,.,0,.,.,.,.,.,.,1,74.3
2010sep,Staten Island,All,Female,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,All,Female,Unknown,3,1,0,1,1,1,1,0,0,0,0,.,.,2,.,.,.,.,.,.,4,23.1
2010sep,Staten Island,All,Male,All,45,11,13,22,29,37,33,19,21,2,3,423,.,37,.,.,.,.,.,.,34,16.9
2010sep,Staten Island,All,Male,Heterosexual,3,2,2,3,3,3,3,2,1,0,1,.,.,4,.,.,.,.,.,.,3,38.8
2010sep,Staten Island,All,Male,Injection drug use history (IDU),5,2,1,3,4,4,4,2,2,0,0,435,.,4,.,.,.,.,.,.,8,16.3
2010sep,Staten Island,All,Male,MSM-IDU,1,0,0,0,0,1,0,0,0,0,0,.,.,2,.,.,.,.,.,.,2,23.5
2010sep,Staten Island,All,Male,Men who have sex with men (MSM),20,2,7,8,13,17,15,9,13,1,1,447,.,8,.,.,.,.,.,.,10,12.4
2010sep,Staten Island,All,Male,Other,0,0,0,0,0,0,0,0,0,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,All,Male,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,2,.,.,.,.,.,.,0,0
2010sep,Staten Island,All,Male,Unknown,16,5,3,8,9,12,11,6,5,1,1,236,.,17,.,.,.,.,.,.,11,12.6
2010sep,Staten Island,Port Richmond,All,All,11,2,3,8,9,10,8,.,.,0,1,.,.,6,.,.,.,.,.,.,11,16.6
2010sep,Staten Island,Port Richmond,Female,All,2,0,1,2,2,2,2,.,.,0,0,.,.,1,.,.,.,.,.,.,2,5.4
2010sep,Staten Island,Port Richmond,Female,Heterosexual,1,0,1,1,1,1,1,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Port Richmond,Female,Injection drug use history (IDU),1,0,0,1,1,1,1,.,.,0,0,.,.,1,.,.,.,.,.,.,1,7.3
2010sep,Staten Island,Port Richmond,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Port Richmond,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Port Richmond,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,1,20.7
2010sep,Staten Island,Port Richmond,Male,All,9,2,2,6,7,8,6,.,.,0,1,.,.,5,.,.,.,.,.,.,9,28.5
2010sep,Staten Island,Port Richmond,Male,Heterosexual,1,0,0,1,1,1,1,.,.,0,1,.,.,0,.,.,.,.,.,.,2,92.7
2010sep,Staten Island,Port Richmond,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,2,9.9
2010sep,Staten Island,Port Richmond,Male,MSM-IDU,1,0,0,0,0,1,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Port Richmond,Male,Men who have sex with men (MSM),4,0,2,2,3,3,2,.,.,0,0,.,.,0,.,.,.,.,.,.,2,24.9
2010sep,Staten Island,Port Richmond,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Port Richmond,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Port Richmond,Male,Unknown,3,2,0,3,3,3,3,.,.,0,0,.,.,5,.,.,.,.,.,.,3,31.1
2010sep,Staten Island,South Beach - Tottenville,All,All,12,1,3,5,8,11,10,.,.,2,2,.,.,11,.,.,.,.,.,.,10,14.6
2010sep,Staten Island,South Beach - Tottenville,Female,All,3,0,1,2,2,3,3,.,.,1,1,.,.,4,.,.,.,.,.,.,3,8.1
2010sep,Staten Island,South Beach - Tottenville,Female,Heterosexual,1,0,0,0,0,1,1,.,.,1,1,.,.,2,.,.,.,.,.,.,1,4.5
2010sep,Staten Island,South Beach - Tottenville,Female,Injection drug use history (IDU),1,0,1,1,1,1,1,.,.,0,0,.,.,2,.,.,.,.,.,.,2,21.8
2010sep,Staten Island,South Beach - Tottenville,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Female,Unknown,1,0,0,1,1,1,1,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Male,All,9,1,2,3,6,8,7,.,.,1,1,.,.,7,.,.,.,.,.,.,7,16.3
2010sep,Staten Island,South Beach - Tottenville,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Male,Injection drug use history (IDU),1,0,0,1,1,1,1,.,.,0,0,.,.,0,.,.,.,.,.,.,1,21.5
2010sep,Staten Island,South Beach - Tottenville,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Male,Men who have sex with men (MSM),5,0,2,2,5,5,5,.,.,1,1,.,.,2,.,.,.,.,.,.,4,20.8
2010sep,Staten Island,South Beach - Tottenville,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Staten Island,South Beach - Tottenville,Male,Unknown,3,1,0,0,0,2,1,.,.,0,0,.,.,3,.,.,.,.,.,.,2,8
2010sep,Staten Island,Stapleton - St. George,All,All,36,10,9,17,21,26,24,.,.,3,3,.,.,28,.,.,.,.,.,.,27,14.6
2010sep,Staten Island,Stapleton - St. George,Female,All,10,2,0,4,5,6,5,.,.,2,2,.,.,6,.,.,.,.,.,.,12,14.5
2010sep,Staten Island,Stapleton - St. George,Female,Heterosexual,8,1,0,4,5,6,5,.,.,2,2,.,.,4,.,.,.,.,.,.,6,14.7
2010sep,Staten Island,Stapleton - St. George,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,4,16.4
2010sep,Staten Island,Stapleton - St. George,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Stapleton - St. George,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Stapleton - St. George,Female,Unknown,2,1,0,0,0,0,0,.,.,0,0,.,.,2,.,.,.,.,.,.,2,9.9
2010sep,Staten Island,Stapleton - St. George,Male,All,26,8,9,13,16,20,19,.,.,1,1,.,.,22,.,.,.,.,.,.,15,13.5
2010sep,Staten Island,Stapleton - St. George,Male,Heterosexual,2,2,2,2,2,2,2,.,.,0,0,.,.,4,.,.,.,.,.,.,1,28.7
2010sep,Staten Island,Stapleton - St. George,Male,Injection drug use history (IDU),4,2,1,2,3,3,3,.,.,0,0,.,.,4,.,.,.,.,.,.,4,18.3
2010sep,Staten Island,Stapleton - St. George,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,1,21.8
2010sep,Staten Island,Stapleton - St. George,Male,Men who have sex with men (MSM),10,2,3,4,5,8,7,.,.,0,0,.,.,5,.,.,.,.,.,.,3,5.9
2010sep,Staten Island,Stapleton - St. George,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Stapleton - St. George,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2010sep,Staten Island,Stapleton - St. George,Male,Unknown,10,2,3,5,6,7,7,.,.,1,1,.,.,8,.,.,.,.,.,.,6,11.5
2010sep,Staten Island,Willowbrook,All,All,1,0,0,0,0,1,1,.,.,0,0,.,.,6,.,.,.,.,.,.,6,34.5
2010sep,Staten Island,Willowbrook,Female,All,0,0,0,0,0,0,0,.,.,0,0,.,.,3,.,.,.,.,.,.,3,122.2
2010sep,Staten Island,Willowbrook,Female,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,2,.,.,.,.,.,.,0,0
2010sep,Staten Island,Willowbrook,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,1,0
2010sep,Staten Island,Willowbrook,Female,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,1,148.6
2010sep,Staten Island,Willowbrook,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Willowbrook,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,1,0
2010sep,Staten Island,Willowbrook,Male,All,1,0,0,0,0,1,1,.,.,0,0,.,.,3,.,.,.,.,.,.,3,11.4
2010sep,Staten Island,Willowbrook,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Willowbrook,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,1,13.5
2010sep,Staten Island,Willowbrook,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,1,124.4
2010sep,Staten Island,Willowbrook,Male,Men who have sex with men (MSM),1,0,0,0,0,1,1,.,.,0,0,.,.,1,.,.,.,.,.,.,1,11.3
2010sep,Staten Island,Willowbrook,Male,Other,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Willowbrook,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,.,.,.,.,.,.,0,0
2010sep,Staten Island,Willowbrook,Male,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,1,.,.,.,.,.,.,0,0
2011sep,All,All,All,All,3351,622,1376,1950,2202,2616,2315,993,1515,238,322,379,.,2407,78199,71583,60577,70592,51275,.,2038,14.4
2011sep,All,All,Female,All,719,149,298,429,485,576,505,260,341,62,84,369,.,647,23313,21548,18594,21228,14750,.,593,14.5
2011sep,All,All,Female,Heterosexual,578,130,255,368,411,488,436,228,302,50,69,353,.,447,12884,11851,10122,11680,8148,.,270,13.3
2011sep,All,All,Female,Injection drug use history (IDU),32,4,7,14,20,25,23,4,10,5,7,506,.,72,4069,3825,3410,3769,2439,.,193,20.5
2011sep,All,All,Female,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,16,789,741,648,737,404,.,7,2.4
2011sep,All,All,Female,Unknown,109,15,36,47,54,63,46,28,29,7,8,356,.,111,5482,5052,4340,4964,3689,.,121,10.6
2011sep,All,All,Male,All,2632,473,1078,1521,1717,2040,1810,733,1174,176,238,389,.,1760,54887,50035,41983,49364,36525,.,1445,14.3
2011sep,All,All,Male,Heterosexual,145,39,53,69,86,113,101,40,59,16,18,293,.,142,4468,4021,3412,3976,2812,.,124,15.1
2011sep,All,All,Male,Injection drug use history (IDU),79,27,28,45,53,61,55,24,33,7,9,241,.,149,7174,6679,5949,6591,4554,.,446,19.4
2011sep,All,All,Male,MSM-IDU,59,6,25,31,41,48,41,12,21,4,6,401,.,51,2068,1913,1647,1892,1171,.,80,20.3
2011sep,All,All,Male,Men who have sex with men (MSM),1783,244,765,1086,1211,1416,1270,502,835,101,137,426,.,919,28432,25923,21355,25601,19668,.,380,9
2011sep,All,All,Male,Perinatal,1,1,0,1,1,1,1,1,1,0,0,.,.,22,735,669,571,666,362,.,10,3.2
2011sep,All,All,Male,Unknown,565,156,207,289,325,401,342,154,225,48,68,276,.,477,11915,10753,8988,10563,7901,.,404,16.6
2011sep,Bronx,All,All,All,630,140,282,401,456,547,504,225,309,41,57,400,.,566,19626,18296,16061,18095,12299,.,498,15.1
2011sep,Bronx,All,Female,All,224,50,102,145,163,200,176,87,111,14,21,428,.,197,7798,7366,6504,7278,4944,.,161,12.5
2011sep,Bronx,All,Female,Heterosexual,193,44,96,135,150,181,160,85,107,13,18,422,.,128,4092,3870,3381,3827,2624,.,75,11.9
2011sep,Bronx,All,Female,Injection drug use history (IDU),14,2,3,6,8,12,10,1,2,1,3,497,.,25,1537,1442,1310,1420,901,.,56,18.7
2011sep,Bronx,All,Female,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,9,296,282,244,281,150,.,2,2.3
2011sep,Bronx,All,Female,Unknown,17,4,3,4,5,7,6,1,2,0,0,133,.,35,1854,1753,1552,1731,1255,.,27,7.5
2011sep,Bronx,All,Male,All,406,90,180,256,293,347,328,138,198,27,36,391,.,369,11828,10930,9557,10817,7355,.,337,16.5
2011sep,Bronx,All,Male,Heterosexual,38,8,12,19,25,36,33,14,17,7,7,313,.,38,1268,1153,999,1143,780,.,32,14.3
2011sep,Bronx,All,Male,Injection drug use history (IDU),22,3,4,10,11,14,15,5,6,3,4,331,.,56,2572,2423,2217,2408,1631,.,139,20.2
2011sep,Bronx,All,Male,MSM-IDU,12,2,5,6,8,10,9,1,3,1,2,401,.,14,593,561,499,557,312,.,24,24.9
2011sep,Bronx,All,Male,Men who have sex with men (MSM),219,41,103,149,167,193,184,77,114,7,9,426,.,129,3882,3607,3092,3563,2425,.,48,11.1
2011sep,Bronx,All,Male,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,5,240,226,189,226,110,.,3,3.2
2011sep,Bronx,All,Male,Unknown,115,36,56,72,82,94,87,41,58,9,14,334,.,127,3246,2941,2545,2902,2084,.,91,15
2011sep,Bronx,Crotona - Tremont,All,All,109,22,46,71,81,94,90,.,.,7,9,.,.,99,3792,3539,3149,3501,2339,.,109,17.4
2011sep,Bronx,Crotona - Tremont,Female,All,38,8,14,23,27,33,31,.,.,1,3,.,.,38,1537,1446,1304,1428,948,.,40,16.3
2011sep,Bronx,Crotona - Tremont,Female,Heterosexual,33,6,14,21,25,30,28,.,.,1,3,.,.,24,826,788,706,779,524,.,18,16
2011sep,Bronx,Crotona - Tremont,Female,Injection drug use history (IDU),3,2,0,2,2,2,2,.,.,0,0,.,.,8,356,309,284,304,189,.,15,19.7
2011sep,Bronx,Crotona - Tremont,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,36,36,28,36,12,.,1,6.7
2011sep,Bronx,Crotona - Tremont,Female,Unknown,2,0,0,0,0,1,1,.,.,0,0,.,.,5,317,311,284,307,221,.,5,7.5
2011sep,Bronx,Crotona - Tremont,Male,All,71,14,32,48,54,61,59,.,.,6,6,.,.,61,2255,2093,1845,2073,1391,.,69,17.5
2011sep,Bronx,Crotona - Tremont,Male,Heterosexual,7,0,2,5,5,7,7,.,.,1,1,.,.,3,253,233,200,231,154,.,5,9.3
2011sep,Bronx,Crotona - Tremont,Male,Injection drug use history (IDU),5,1,1,3,4,4,4,.,.,1,1,.,.,16,534,505,468,503,335,.,35,23.1
2011sep,Bronx,Crotona - Tremont,Male,MSM-IDU,2,0,1,1,1,1,1,.,.,0,0,.,.,3,117,115,105,114,71,.,4,33.3
2011sep,Bronx,Crotona - Tremont,Male,Men who have sex with men (MSM),36,3,17,27,30,32,30,.,.,1,1,.,.,16,691,631,550,623,415,.,10,11.2
2011sep,Bronx,Crotona - Tremont,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,2,55,50,43,50,25,.,1,8.4
2011sep,Bronx,Crotona - Tremont,Male,Unknown,21,10,11,12,14,17,17,.,.,3,3,.,.,21,602,556,476,549,389,.,14,11.4
2011sep,Bronx,Fordham - Bronx Park,All,All,118,23,55,81,88,107,98,.,.,10,11,.,.,112,3623,3396,3003,3354,2261,.,83,9.6
2011sep,Bronx,Fordham - Bronx Park,Female,All,37,7,16,27,30,35,32,.,.,3,3,.,.,36,1343,1280,1129,1259,853,.,31,8.1
2011sep,Bronx,Fordham - Bronx Park,Female,Heterosexual,33,7,14,24,27,32,29,.,.,3,3,.,.,20,700,666,584,657,455,.,13,7.3
2011sep,Bronx,Fordham - Bronx Park,Female,Injection drug use history (IDU),2,0,2,2,2,2,2,.,.,0,0,.,.,5,240,231,209,225,136,.,12,14.5
2011sep,Bronx,Fordham - Bronx Park,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,40,40,36,40,22,.,0,0
2011sep,Bronx,Fordham - Bronx Park,Female,Unknown,2,0,0,1,1,1,1,.,.,0,0,.,.,10,362,342,300,336,239,.,6,6
